,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks,run_seed
46,2628283,131.41415,0.993497308831988,3.909273579448275,130.9758,131.9693,1.8862000000000023,2.8796500000000265,0.3453754230848939,2.895399999999995,39.09273579448278,2
47,2686191,134.30955,0.9851149783036672,3.8053445737837066,133.85545000000002,134.8406,1.9002000000000123,2.885300000000001,0.3497481813094553,2.8592000000000155,37.95738014975975,2
48,2743375,137.16875000000002,0.9765072756602662,3.8767825773372806,136.7408,137.7173,1.918750000000017,2.8952999999999918,0.34308259713526057,2.914749999999998,38.76782577337283,2
49,2801670,140.08350000000002,0.9747625924074557,3.77817975222748,139.6361,140.61085,1.9086999999999819,2.883449999999982,0.34604470897640216,2.8897999999999797,37.78179752227481,2
50,2859466,142.9733,0.9961435098245973,3.7960810387591195,142.5195,143.51565,1.8906000000000063,2.8867500000000064,0.34300610550867744,2.9154000000000053,37.96081038759118,2
51,2917774,145.8887,1.0118281716026134,3.702140403373413,145.40630000000002,146.4181,1.9037500000000023,2.915600000000012,0.3464103230276255,2.8867500000000064,37.021404033734115,2
52,2975509,148.77545,0.9910782709357329,3.7906524501916934,148.3219,149.31300000000002,1.9185500000000104,2.909649999999999,0.3367683707146216,2.9694000000000074,37.906524501916934,2
53,3034897,151.74485,1.0149601206472143,3.6873835568208975,151.2315,152.2465,1.9187499999999886,2.9336999999999875,0.34421630552639376,2.905149999999992,36.87383556820901,2
54,3093000,154.65,1.021023637271044,3.7235467620768716,154.1652,155.18625,1.9085000000000036,2.9295000000000186,0.33953551541491245,2.9451999999999994,37.2354676207687,2
55,3151904,157.5952,1.0229599709224422,3.6278724849981927,157.09475,158.1177,1.890100000000018,2.9130499999999984,0.34469683912998356,2.901100000000014,36.27872484998195,2
